,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,y,education_bucket
19424,29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,626,0,advanced
19425,41,technician,married,high.school,no,yes,yes,cellular,aug,wed,105,0,intermediate
19426,32,admin.,single,university.degree,,yes,no,cellular,aug,wed,275,0,advanced
19427,49,management,married,university.degree,no,,,cellular,aug,wed,178,0,advanced
19428,55,admin.,married,university.degree,no,no,no,cellular,aug,wed,54,0,advanced
19429,32,admin.,single,university.degree,no,no,no,cellular,aug,wed,226,0,advanced
19430,29,management,married,university.degree,no,no,yes,cellular,aug,wed,181,0,advanced
19431,47,entrepreneur,married,basic.6y,,no,no,telephone,aug,wed,244,0,basic
19432,30,self-employed,single,university.degree,no,yes,yes,cellular,aug,wed,131,0,advanced
19433,39,technician,married,high.school,no,yes,yes,cellular,aug,wed,132,0,intermediate
19434,47,management,married,university.degree,no,yes,yes,cellular,aug,wed,135,0,advanced
19435,49,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,210,0,advanced
19436,31,technician,single,university.degree,no,yes,yes,cellular,aug,wed,107,0,advanced
19437,52,blue-collar,married,basic.4y,,yes,yes,cellular,aug,wed,1250,1,basic
19438,42,technician,married,professional.course,no,yes,yes,cellular,aug,wed,40,0,advanced
19439,43,admin.,single,university.degree,no,no,yes,cellular,aug,wed,1471,1,advanced
19440,46,management,married,high.school,no,yes,yes,cellular,aug,wed,1456,1,intermediate
19441,35,technician,married,professional.course,no,yes,yes,cellular,aug,thu,122,0,advanced
19442,42,technician,married,professional.course,no,yes,no,cellular,aug,thu,108,0,advanced
19443,45,technician,divorced,professional.course,no,no,no,cellular,aug,thu,110,0,advanced
19444,45,unemployed,married,high.school,no,no,no,cellular,aug,thu,186,0,intermediate
19445,43,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,297,0,advanced
19446,48,technician,married,high.school,no,no,no,cellular,aug,thu,157,0,intermediate
19447,41,technician,married,,,yes,yes,cellular,aug,thu,93,0,
19448,37,technician,married,high.school,,no,no,cellular,aug,thu,91,0,intermediate
19449,30,technician,single,university.degree,no,yes,yes,cellular,aug,thu,1288,1,advanced
19450,36,admin.,married,university.degree,no,no,no,cellular,aug,thu,187,0,advanced
19451,33,admin.,married,university.degree,,yes,no,cellular,aug,thu,59,0,advanced
19452,44,technician,divorced,professional.course,no,yes,no,cellular,aug,thu,420,0,advanced
19453,47,technician,married,professional.course,no,yes,no,cellular,aug,thu,117,0,advanced
19454,47,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,82,0,basic
19455,39,technician,single,professional.course,no,no,no,cellular,aug,thu,122,0,advanced
19456,39,technician,single,professional.course,no,yes,no,cellular,aug,thu,91,0,advanced
19457,32,technician,single,university.degree,no,no,no,cellular,aug,thu,64,0,advanced
19458,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,67,0,advanced
19459,47,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,267,0,basic
19460,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,74,0,advanced
19461,32,technician,married,university.degree,no,no,yes,cellular,aug,thu,131,0,advanced
19462,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,318,0,advanced
19463,30,technician,single,university.degree,,yes,no,cellular,aug,thu,78,0,advanced
19464,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,402,0,advanced
19465,30,technician,single,university.degree,,yes,no,cellular,aug,thu,133,0,advanced
19466,30,technician,single,university.degree,,yes,no,cellular,aug,thu,123,0,advanced
19467,30,technician,single,university.degree,,no,no,cellular,aug,thu,132,0,advanced
19468,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,51,0,advanced
19469,30,technician,married,high.school,no,no,no,cellular,aug,thu,51,0,intermediate
19470,39,technician,single,university.degree,no,no,no,cellular,aug,thu,163,0,advanced
19471,30,technician,single,university.degree,,no,no,cellular,aug,thu,666,0,advanced
19472,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,395,1,advanced
19473,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,326,0,advanced
19474,39,technician,single,university.degree,no,yes,no,cellular,aug,thu,292,0,advanced
19475,48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,1,intermediate
19476,51,housemaid,married,basic.4y,,no,yes,cellular,aug,thu,126,0,basic
19477,34,student,single,university.degree,no,no,no,cellular,aug,thu,387,0,advanced
19478,29,admin.,married,university.degree,no,no,no,cellular,aug,thu,108,0,advanced
19479,56,blue-collar,married,basic.4y,,no,no,cellular,aug,thu,135,0,basic
19480,39,technician,single,professional.course,no,yes,no,cellular,aug,thu,142,0,advanced
19481,48,blue-collar,married,basic.4y,,yes,no,cellular,aug,thu,85,0,basic
19482,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,287,0,advanced
19483,44,blue-collar,married,basic.9y,no,no,no,cellular,aug,thu,1056,1,basic
19484,46,blue-collar,married,basic.9y,,yes,no,cellular,aug,thu,48,0,basic
19485,39,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,0,advanced
19486,38,services,single,high.school,no,yes,no,cellular,aug,thu,228,0,intermediate
19487,46,blue-collar,married,basic.9y,,no,no,cellular,aug,thu,124,0,basic
19488,30,student,single,university.degree,no,yes,yes,cellular,aug,thu,358,0,advanced
19489,46,self-employed,married,basic.4y,no,no,yes,cellular,aug,thu,239,0,basic
19490,48,blue-collar,married,basic.4y,,yes,no,cellular,aug,thu,84,0,basic
19491,48,admin.,married,,no,no,no,cellular,aug,thu,262,0,
19492,48,blue-collar,married,basic.4y,,no,yes,cellular,aug,thu,224,0,basic
19493,48,blue-collar,married,basic.4y,,no,yes,cellular,aug,thu,274,0,basic
19494,36,technician,married,university.degree,no,yes,yes,cellular,aug,thu,22,0,advanced
19495,54,blue-collar,married,basic.4y,,yes,no,telephone,aug,thu,309,0,basic
19496,46,technician,single,professional.course,no,no,no,cellular,aug,thu,128,0,advanced
19497,36,technician,married,university.degree,no,yes,no,cellular,aug,thu,131,0,advanced
19498,35,technician,single,university.degree,no,yes,no,cellular,aug,thu,159,0,advanced
19499,35,technician,single,university.degree,no,yes,no,cellular,aug,thu,111,0,advanced
19500,31,self-employed,married,basic.4y,,yes,no,cellular,aug,thu,63,0,basic
19501,35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,30,0,advanced
19502,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1462,0,advanced
19503,35,technician,single,university.degree,no,yes,yes,cellular,aug,thu,205,0,advanced
19504,35,technician,single,university.degree,no,no,no,cellular,aug,thu,165,0,advanced
19505,52,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,152,0,basic
19506,29,technician,single,high.school,no,no,no,cellular,aug,thu,225,0,intermediate
19507,32,technician,married,university.degree,no,yes,no,cellular,aug,thu,228,0,advanced
19508,44,admin.,married,university.degree,,yes,no,cellular,aug,thu,36,0,advanced
19509,29,technician,single,professional.course,no,yes,no,cellular,aug,thu,199,0,advanced
19510,35,technician,married,professional.course,no,no,no,cellular,aug,thu,154,0,advanced
19511,44,admin.,married,university.degree,,yes,yes,cellular,aug,thu,163,0,advanced
19512,41,admin.,single,university.degree,,yes,no,cellular,aug,thu,566,1,advanced
19513,45,blue-collar,married,professional.course,no,yes,no,cellular,aug,thu,105,0,advanced
19514,33,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,1834,0,advanced
19515,45,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,398,0,advanced
19516,49,housemaid,married,university.degree,no,yes,yes,cellular,aug,thu,131,0,advanced
19517,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,148,0,advanced
19518,56,retired,married,high.school,,yes,no,cellular,aug,thu,674,1,intermediate
19519,43,admin.,single,university.degree,no,no,yes,cellular,aug,thu,306,0,advanced
19520,33,admin.,married,university.degree,no,no,yes,cellular,aug,thu,196,0,advanced
19521,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1327,1,advanced
19522,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,46,0,advanced
19523,38,services,single,high.school,no,yes,no,cellular,aug,thu,235,0,intermediate
19524,31,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,177,0,advanced
19525,31,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,359,0,advanced
19526,59,retired,married,professional.course,no,no,no,cellular,aug,thu,71,0,advanced
19527,58,retired,married,professional.course,no,yes,yes,cellular,aug,thu,173,0,advanced
19528,34,technician,divorced,university.degree,no,yes,yes,cellular,aug,thu,526,1,advanced
19529,33,technician,married,high.school,no,no,yes,cellular,aug,thu,401,1,intermediate
19530,48,blue-collar,married,basic.9y,,yes,no,cellular,aug,thu,122,0,basic
19531,41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,140,0,advanced
19532,41,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,95,0,advanced
19533,41,technician,divorced,university.degree,no,no,no,cellular,aug,thu,86,0,advanced
19534,40,housemaid,divorced,basic.9y,no,yes,no,cellular,aug,thu,144,0,basic
19535,31,admin.,single,university.degree,,no,yes,cellular,aug,thu,116,0,advanced
19536,31,admin.,single,university.degree,,yes,no,cellular,aug,thu,67,0,advanced
19537,35,technician,single,university.degree,no,no,no,cellular,aug,thu,92,0,advanced
19538,52,management,married,university.degree,,yes,yes,cellular,aug,thu,118,0,advanced
19539,32,technician,married,university.degree,no,no,no,cellular,aug,thu,155,0,advanced
19540,32,technician,married,university.degree,no,no,no,cellular,aug,thu,137,0,advanced
19541,42,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,85,0,advanced
19542,32,technician,married,university.degree,no,no,no,cellular,aug,thu,251,0,advanced
19543,48,services,married,basic.4y,,no,no,cellular,aug,thu,88,0,basic
19544,48,services,married,basic.4y,,yes,no,cellular,aug,thu,137,0,basic
19545,39,admin.,single,high.school,no,yes,no,cellular,aug,thu,73,0,intermediate
19546,39,admin.,single,high.school,no,no,yes,cellular,aug,thu,92,0,intermediate
19547,39,admin.,single,high.school,no,,,cellular,aug,thu,125,0,intermediate
19548,39,admin.,single,high.school,no,no,no,cellular,aug,thu,257,0,intermediate
19549,55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,100,0,basic
19550,49,admin.,married,basic.9y,,no,yes,cellular,aug,thu,86,0,basic
19551,49,management,married,university.degree,no,yes,no,cellular,aug,thu,87,0,advanced
19552,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,493,0,advanced
19553,56,admin.,married,basic.6y,,no,no,cellular,aug,thu,102,0,basic
19554,49,admin.,married,high.school,,yes,no,cellular,aug,thu,82,0,intermediate
19555,44,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,169,0,advanced
19556,50,services,married,basic.6y,no,yes,no,cellular,aug,thu,181,0,basic
19557,53,blue-collar,married,basic.9y,,yes,yes,cellular,aug,thu,64,0,basic
19558,47,admin.,single,university.degree,no,yes,no,cellular,aug,thu,156,0,advanced
19559,30,blue-collar,single,high.school,no,yes,no,cellular,aug,thu,296,0,intermediate
19560,31,admin.,married,high.school,no,no,no,cellular,aug,thu,57,0,intermediate
19561,33,technician,single,professional.course,no,no,no,cellular,aug,thu,14,0,advanced
19562,46,technician,single,university.degree,no,no,no,cellular,aug,thu,185,0,advanced
19563,41,technician,married,professional.course,no,yes,no,cellular,aug,thu,306,0,advanced
19564,29,admin.,single,high.school,no,yes,no,cellular,aug,thu,61,0,intermediate
19565,41,unemployed,divorced,university.degree,,yes,no,cellular,aug,thu,122,0,advanced
19566,29,admin.,single,high.school,no,yes,yes,cellular,aug,thu,150,0,intermediate
19567,41,unemployed,divorced,university.degree,,yes,no,cellular,aug,thu,229,0,advanced
19568,30,technician,single,university.degree,,yes,no,cellular,aug,thu,103,0,advanced
19569,36,admin.,married,university.degree,,yes,no,cellular,aug,thu,94,0,advanced
19570,50,blue-collar,married,basic.9y,,no,no,cellular,aug,thu,203,0,basic
19571,36,admin.,married,university.degree,,no,no,cellular,aug,thu,90,0,advanced
19572,36,admin.,married,university.degree,,no,no,cellular,aug,thu,111,0,advanced
19573,48,blue-collar,married,basic.9y,,no,no,cellular,aug,thu,106,0,basic
19574,45,self-employed,married,basic.4y,no,no,no,cellular,aug,thu,64,0,basic
19575,37,admin.,married,university.degree,,no,no,cellular,aug,thu,105,0,advanced
19576,37,admin.,married,university.degree,,yes,no,cellular,aug,thu,244,0,advanced
19577,59,retired,married,high.school,no,,,telephone,aug,thu,204,0,intermediate
19578,36,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,197,0,advanced
19579,46,technician,single,university.degree,no,no,no,cellular,aug,thu,119,0,advanced
19580,50,admin.,married,university.degree,no,no,no,cellular,aug,thu,88,0,advanced
19581,38,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,231,0,basic
19582,34,technician,married,high.school,no,yes,no,cellular,aug,thu,112,0,intermediate
19583,39,admin.,single,high.school,no,no,yes,cellular,aug,thu,216,0,intermediate
19584,56,retired,married,high.school,,yes,no,cellular,aug,thu,252,0,intermediate
19585,33,admin.,married,university.degree,,yes,yes,cellular,aug,thu,259,0,advanced
19586,31,services,married,professional.course,,yes,no,cellular,aug,thu,133,0,advanced
19587,56,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,89,0,basic
19588,53,blue-collar,married,basic.9y,,yes,no,cellular,aug,thu,504,0,basic
19589,45,blue-collar,married,basic.9y,no,yes,no,cellular,aug,thu,84,0,basic
19590,44,admin.,married,university.degree,no,no,no,cellular,aug,thu,84,0,advanced
19591,48,services,married,basic.4y,,no,yes,cellular,aug,thu,187,0,basic
19592,45,self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,266,0,basic
19593,31,admin.,married,high.school,no,no,no,cellular,aug,thu,155,0,intermediate
19594,29,services,single,professional.course,no,yes,yes,cellular,aug,thu,99,0,advanced
19595,29,technician,single,high.school,no,yes,no,cellular,aug,thu,643,0,intermediate
19596,48,technician,married,professional.course,no,yes,no,cellular,aug,thu,107,0,advanced
19597,39,admin.,married,university.degree,no,yes,no,cellular,aug,thu,90,0,advanced
19598,50,technician,married,professional.course,no,yes,no,cellular,aug,thu,122,0,advanced
19599,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,89,0,advanced
19600,42,management,married,university.degree,,yes,no,cellular,aug,thu,109,0,advanced
19601,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,228,0,advanced
19602,38,admin.,married,university.degree,no,no,no,cellular,aug,thu,30,0,advanced
19603,35,management,married,university.degree,no,yes,no,cellular,aug,thu,76,0,advanced
19604,39,management,married,university.degree,no,no,no,cellular,aug,thu,1321,1,advanced
19605,45,self-employed,married,basic.4y,no,yes,yes,cellular,aug,thu,797,1,basic
19606,50,admin.,married,university.degree,no,no,no,cellular,aug,thu,407,0,advanced
19607,47,management,married,high.school,no,no,no,cellular,aug,thu,276,0,intermediate
19608,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,59,0,advanced
19609,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,168,0,advanced
19610,50,services,married,,no,yes,no,cellular,aug,thu,90,0,
19611,45,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,205,0,advanced
19612,39,admin.,married,university.degree,no,no,no,cellular,aug,thu,436,0,advanced
19613,56,technician,married,professional.course,,no,yes,cellular,aug,thu,190,0,advanced
19614,56,blue-collar,married,basic.4y,,no,yes,cellular,aug,thu,360,0,basic
19615,54,admin.,single,university.degree,,no,no,cellular,aug,thu,218,0,advanced
19616,51,blue-collar,married,basic.4y,,yes,yes,cellular,aug,thu,174,0,basic
19617,45,entrepreneur,married,university.degree,no,no,no,cellular,aug,thu,254,0,advanced
19618,46,admin.,married,basic.9y,no,no,no,cellular,aug,thu,73,0,basic
19619,58,admin.,married,high.school,no,yes,no,cellular,aug,thu,107,0,intermediate
19620,58,admin.,married,high.school,no,no,no,cellular,aug,thu,214,0,intermediate
19621,34,management,married,university.degree,no,no,yes,cellular,aug,thu,82,0,advanced
19622,45,self-employed,married,basic.4y,no,no,no,cellular,aug,thu,65,0,basic
19623,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,194,0,advanced
